CreditScore,Age,Balance,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,IsActiveMember,Tenure,HasCrCard,NumOfProducts
0.838044650360145,-0.5626264255065281,-1.2361906187679417,0.5245257970418016,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0.06284995305555853,-0.36879298553597095,-1.2361906187679417,-1.7250572216644537,0.0,0.0,1.0,0.0,6.0,1.0,2.0
1.2618177515533189,0.4065407743462576,-1.2361906187679417,-0.7470025237821692,0.0,0.0,1.0,1.0,6.0,1.0,2.0
-0.67100102705945,-1.047210025432921,0.9395024839105054,-1.0479572527155823,1.0,0.0,0.0,1.0,9.0,1.0,2.0
0.011170306568586096,0.5034574943315362,-1.2361906187679417,0.03373513157555003,0.0,0.0,1.0,0.0,2.0,1.0,3.0
1.0447632363080346,0.8911243742726506,-1.2361906187679417,-1.2258563170332821,0.0,0.0,0.0,1.0,4.0,0.0,1.0
1.179130317174163,-1.4348769053740353,-1.2361906187679417,-0.20656989859417263,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.06284995305555853,-1.047210025432921,0.6937040850641497,0.636732465488172,0.0,1.0,1.0,1.0,8.0,1.0,1.0
-0.2058842086766981,0.4065407743462576,-1.2361906187679417,-1.1532213573279357,0.0,0.0,1.0,1.0,9.0,1.0,2.0
0.5693104886278884,0.018873894405143338,1.0804063840578273,-1.547566502499304,0.0,1.0,0.0,1.0,8.0,1.0,1.0
0.02150623586598058,-0.2718762655506924,-1.2361906187679417,0.8828812176555739,0.0,0.0,1.0,1.0,1.0,1.0,2.0
-0.3195794309480374,-0.36879298553597095,0.21729578456079424,-1.393125526932304,0.0,0.0,0.0,1.0,4.0,1.0,1.0
-2.0663514822077054,-0.4657097055212495,-1.2361906187679417,1.303514147717881,0.0,1.0,0.0,0.0,2.0,1.0,2.0
0.3522559733826041,-0.4657097055212495,-1.2361906187679417,-0.6150355007798003,0.0,0.0,1.0,1.0,9.0,1.0,2.0
0.5486386300330993,-0.2718762655506924,0.9356117567756205,0.7531137929877199,0.0,1.0,1.0,0.0,7.0,1.0,1.0
0.2799044683008427,0.30962405436097906,0.3646651530128349,-1.3852449528565607,0.0,0.0,1.0,0.0,5.0,1.0,1.0
0.19721703392168685,-0.9502933054476425,1.1110968615335166,-0.8762721363714668,0.0,0.0,0.0,0.0,7.0,0.0,1.0
-0.588313592680294,2.2479584540665507,0.6645427620594552,-1.3198406265621576,1.0,0.0,0.0,1.0,3.0,0.0,1.0
1.3961848324194472,-0.5626264255065281,0.9601941366771445,1.1927563561043433,1.0,0.0,0.0,1.0,5.0,1.0,2.0
1.3031614687428967,-0.5626264255065281,-1.2361906187679417,1.3285800302341833,0.0,1.0,1.0,1.0,2.0,1.0,2.0
-0.288571643055854,0.6972909343020933,0.4851252931809729,-1.211591564140308,0.0,1.0,0.0,1.0,4.0,1.0,2.0
-0.07151712781056979,0.2127073343757005,0.8189968485031653,1.249250542433262,1.0,0.0,1.0,0.0,2.0,1.0,1.0
0.17654517532689787,-0.2718762655506924,-1.2361906187679417,-1.0535849660456085,0.0,0.0,1.0,1.0,9.0,1.0,2.0
1.54088784258297,-0.07804282558013524,-1.2361906187679417,-0.7187793638907174,0.0,1.0,1.0,1.0,2.0,1.0,2.0
-0.12319677429754222,0.2127073343757005,-1.2361906187679417,-0.9869700512874441,0.0,1.0,1.0,0.0,7.0,1.0,2.0
-0.030173410620991846,0.2127073343757005,0.9973740357813733,0.017848486043420264,0.0,0.0,1.0,1.0,4.0,1.0,1.0
-0.4746183704089547,0.2127073343757005,-1.2361906187679417,1.1423946575907005,0.0,1.0,0.0,1.0,10.0,1.0,2.0
2.0680202367500886,-0.7564598654770852,0.09190961923493586,0.8455616734195976,0.0,1.0,1.0,0.0,6.0,1.0,2.0
-0.8157040372229728,-0.17495954556541382,1.0079139805439743,0.061972912521057105,1.0,0.0,1.0,0.0,9.0,1.0,3.0
0.7656931452783835,0.018873894405143338,-1.2361906187679417,-0.0875419862504131,0.0,1.0,1.0,1.0,3.0,0.0,2.0
0.38326376127478756,-1.241043465403478,1.058208565580638,0.9227543986064087,1.0,0.0,1.0,1.0,2.0,1.0,1.0
-0.288571643055854,-1.241043465403478,-1.2361906187679417,0.4242298917854709,0.0,1.0,0.0,1.0,8.0,1.0,2.0
-1.6219065224197426,-0.2718762655506924,1.15380145813041,-0.7745626884962712,0.0,0.0,0.0,0.0,5.0,1.0,2.0
-0.23689199656888155,3.314042373904615,1.1162143525212367,-0.9917347743078616,0.0,0.0,1.0,1.0,0.0,0.0,1.0
0.7760290745757781,-0.2718762655506924,0.669147748373759,0.5323052421603276,0.0,1.0,0.0,0.0,4.0,0.0,1.0
-0.5469698754907162,-0.2718762655506924,-1.2361906187679417,-1.626350833856156,0.0,0.0,0.0,1.0,9.0,1.0,2.0
1.1687943878767686,-0.6595431454918067,0.2935067406470391,-0.33562489499715586,0.0,1.0,0.0,1.0,10.0,0.0,1.0
0.13520145813731993,-0.9502933054476425,0.4150558728659046,-1.3824103830316354,1.0,0.0,0.0,0.0,4.0,0.0,2.0
-3.0069210482706037,0.5034574943315362,0.8335644883999458,0.8070036910930872,0.0,0.0,0.0,0.0,6.0,1.0,1.0
